context,response,dialog_key,annot_relevant_mean
"听过《解脱》吗？
B:它是我听过的最喜欢的歌曲之一，你知道他是由谁作曲的吗？
A:作曲、编曲都是是许华强，这首歌是九几年发行的？
B:1996年12月发行的，你知道发行公司是哪家吗？",这个可不知道了。,human|zh/KdConv/KdConv-turn_eval.json,5.0
"听过《解脱》吗？
B:它是我听过的最喜欢的歌曲之一，你知道他是由谁作曲的吗？
A:作曲、编曲都是是许华强，这首歌是九几年发行的？
B:1996年12月发行的，你知道发行公司是哪家吗？
A:这个可不知道了。",那这首歌收进哪张专辑了呢？,human|zh/KdConv/KdConv-turn_eval.json,5.0
"听过《解脱》吗？
B:它是我听过的最喜欢的歌曲之一，你知道他是由谁作曲的吗？
A:作曲、编曲都是是许华强，这首歌是九几年发行的？
B:1996年12月发行的，你知道发行公司是哪家吗？
A:这个可不知道了。
B:那这首歌收进哪张专辑了呢？",在《姐妹》中。这个专辑你能听过吧？,human|zh/KdConv/KdConv-turn_eval.json,5.0
"听过《解脱》吗？
B:它是我听过的最喜欢的歌曲之一，你知道他是由谁作曲的吗？
A:作曲、编曲都是是许华强，这首歌是九几年发行的？
B:1996年12月发行的，你知道发行公司是哪家吗？
A:这个可不知道了。
B:那这首歌收进哪张专辑了呢？
A:在《姐妹》中。这个专辑你能听过吧？",当然啦，张惠妹的歌差不多都听过啦。,human|zh/KdConv/KdConv-turn_eval.json,5.0
"听过《解脱》吗？
B:它是我听过的最喜欢的歌曲之一，你知道他是由谁作曲的吗？
A:作曲、编曲都是是许华强，这首歌是九几年发行的？
B:1996年12月发行的，你知道发行公司是哪家吗？
A:这个可不知道了。
B:那这首歌收进哪张专辑了呢？
A:在《姐妹》中。这个专辑你能听过吧？
B:当然啦，张惠妹的歌差不多都听过啦。",是的，她的歌是很好听的，还得过中美娱乐先锋人物钻石奖。,human|zh/KdConv/KdConv-turn_eval.json,4.0
"听过《解脱》吗？
B:它是我听过的最喜欢的歌曲之一，你知道他是由谁作曲的吗？
A:作曲、编曲都是是许华强，这首歌是九几年发行的？
B:1996年12月发行的，你知道发行公司是哪家吗？
A:这个可不知道了。
B:那这首歌收进哪张专辑了呢？
A:在《姐妹》中。这个专辑你能听过吧？
B:当然啦，张惠妹的歌差不多都听过啦。
A:是的，她的歌是很好听的，还得过中美娱乐先锋人物钻石奖。",嗯，还有唯一获世界和平音乐奖的华人歌手，新城国语力全球最受欢迎女歌手。,human|zh/KdConv/KdConv-turn_eval.json,5.0
"听过《解脱》吗？
B:它是我听过的最喜欢的歌曲之一，你知道他是由谁作曲的吗？
A:作曲、编曲都是是许华强，这首歌是九几年发行的？
B:1996年12月发行的，你知道发行公司是哪家吗？
A:这个可不知道了。
B:那这首歌收进哪张专辑了呢？
A:在《姐妹》中。这个专辑你能听过吧？
B:当然啦，张惠妹的歌差不多都听过啦。
A:是的，她的歌是很好听的，还得过中美娱乐先锋人物钻石奖。
B:嗯，还有唯一获世界和平音乐奖的华人歌手，新城国语力全球最受欢迎女歌手。",还有获得三届台湾金曲奖最佳国语女歌手，首位获得台湾十大杰出青年的歌手。,human|zh/KdConv/KdConv-turn_eval.json,5.0
"B:它是我听过的最喜欢的歌曲之一，你知道他是由谁作曲的吗？
A:作曲、编曲都是是许华强，这首歌是九几年发行的？
B:1996年12月发行的，你知道发行公司是哪家吗？
A:这个可不知道了。
B:那这首歌收进哪张专辑了呢？
A:在《姐妹》中。这个专辑你能听过吧？
B:当然啦，张惠妹的歌差不多都听过啦。
A:是的，她的歌是很好听的，还得过中美娱乐先锋人物钻石奖。
B:嗯，还有唯一获世界和平音乐奖的华人歌手，新城国语力全球最受欢迎女歌手。
A:还有获得三届台湾金曲奖最佳国语女歌手，首位获得台湾十大杰出青年的歌手。",好厉害啊，我想知道她的身高到底是多少？,human|zh/KdConv/KdConv-turn_eval.json,3.3333333333333335
"A:作曲、编曲都是是许华强，这首歌是九几年发行的？
B:1996年12月发行的，你知道发行公司是哪家吗？
A:这个可不知道了。
B:那这首歌收进哪张专辑了呢？
A:在《姐妹》中。这个专辑你能听过吧？
B:当然啦，张惠妹的歌差不多都听过啦。
A:是的，她的歌是很好听的，还得过中美娱乐先锋人物钻石奖。
B:嗯，还有唯一获世界和平音乐奖的华人歌手，新城国语力全球最受欢迎女歌手。
A:还有获得三届台湾金曲奖最佳国语女歌手，首位获得台湾十大杰出青年的歌手。
B:好厉害啊，我想知道她的身高到底是多少？",158cm。,human|zh/KdConv/KdConv-turn_eval.json,5.0
"B:1996年12月发行的，你知道发行公司是哪家吗？
A:这个可不知道了。
B:那这首歌收进哪张专辑了呢？
A:在《姐妹》中。这个专辑你能听过吧？
B:当然啦，张惠妹的歌差不多都听过啦。
A:是的，她的歌是很好听的，还得过中美娱乐先锋人物钻石奖。
B:嗯，还有唯一获世界和平音乐奖的华人歌手，新城国语力全球最受欢迎女歌手。
A:还有获得三届台湾金曲奖最佳国语女歌手，首位获得台湾十大杰出青年的歌手。
B:好厉害啊，我想知道她的身高到底是多少？
A:158cm。",你最喜欢的歌除了刚才提到的，还有哪个呢？,human|zh/KdConv/KdConv-turn_eval.json,3.3333333333333335
"A:这个可不知道了。
B:那这首歌收进哪张专辑了呢？
A:在《姐妹》中。这个专辑你能听过吧？
B:当然啦，张惠妹的歌差不多都听过啦。
A:是的，她的歌是很好听的，还得过中美娱乐先锋人物钻石奖。
B:嗯，还有唯一获世界和平音乐奖的华人歌手，新城国语力全球最受欢迎女歌手。
A:还有获得三届台湾金曲奖最佳国语女歌手，首位获得台湾十大杰出青年的歌手。
B:好厉害啊，我想知道她的身高到底是多少？
A:158cm。
B:你最喜欢的歌除了刚才提到的，还有哪个呢？",《我最亲爱的》我也很喜欢，你呢？,human|zh/KdConv/KdConv-turn_eval.json,5.0
"B:那这首歌收进哪张专辑了呢？
A:在《姐妹》中。这个专辑你能听过吧？
B:当然啦，张惠妹的歌差不多都听过啦。
A:是的，她的歌是很好听的，还得过中美娱乐先锋人物钻石奖。
B:嗯，还有唯一获世界和平音乐奖的华人歌手，新城国语力全球最受欢迎女歌手。
A:还有获得三届台湾金曲奖最佳国语女歌手，首位获得台湾十大杰出青年的歌手。
B:好厉害啊，我想知道她的身高到底是多少？
A:158cm。
B:你最喜欢的歌除了刚才提到的，还有哪个呢？
A:《我最亲爱的》我也很喜欢，你呢？",我喜欢《我可以抱你吗》。,human|zh/KdConv/KdConv-turn_eval.json,5.0
"A:在《姐妹》中。这个专辑你能听过吧？
B:当然啦，张惠妹的歌差不多都听过啦。
A:是的，她的歌是很好听的，还得过中美娱乐先锋人物钻石奖。
B:嗯，还有唯一获世界和平音乐奖的华人歌手，新城国语力全球最受欢迎女歌手。
A:还有获得三届台湾金曲奖最佳国语女歌手，首位获得台湾十大杰出青年的歌手。
B:好厉害啊，我想知道她的身高到底是多少？
A:158cm。
B:你最喜欢的歌除了刚才提到的，还有哪个呢？
A:《我最亲爱的》我也很喜欢，你呢？
B:我喜欢《我可以抱你吗》。",好的，她和哪家公司签约了呢？,human|zh/KdConv/KdConv-turn_eval.json,3.3333333333333335
"B:当然啦，张惠妹的歌差不多都听过啦。
A:是的，她的歌是很好听的，还得过中美娱乐先锋人物钻石奖。
B:嗯，还有唯一获世界和平音乐奖的华人歌手，新城国语力全球最受欢迎女歌手。
A:还有获得三届台湾金曲奖最佳国语女歌手，首位获得台湾十大杰出青年的歌手。
B:好厉害啊，我想知道她的身高到底是多少？
A:158cm。
B:你最喜欢的歌除了刚才提到的，还有哪个呢？
A:《我最亲爱的》我也很喜欢，你呢？
B:我喜欢《我可以抱你吗》。
A:好的，她和哪家公司签约了呢？",声动娱乐，不知道你听说过没有？,human|zh/KdConv/KdConv-turn_eval.json,5.0
你好，知道杰森·玛耶兹吗？,知道啊，他是第52届格莱美最佳流行男歌手。你知道他是哪年出生的吗/,human|zh/KdConv/KdConv-turn_eval.json,5.0
"你好，知道杰森·玛耶兹吗？
B:知道啊，他是第52届格莱美最佳流行男歌手。你知道他是哪年出生的吗/",他1977年6月23日，出生在美国弗吉尼亚州列治文。,human|zh/KdConv/KdConv-turn_eval.json,5.0
"你好，知道杰森·玛耶兹吗？
B:知道啊，他是第52届格莱美最佳流行男歌手。你知道他是哪年出生的吗/
A:他1977年6月23日，出生在美国弗吉尼亚州列治文。",哦，那他毕业于哪个学校呢？,human|zh/KdConv/KdConv-turn_eval.json,5.0
"你好，知道杰森·玛耶兹吗？
B:知道啊，他是第52届格莱美最佳流行男歌手。你知道他是哪年出生的吗/
A:他1977年6月23日，出生在美国弗吉尼亚州列治文。
B:哦，那他毕业于哪个学校呢？",他毕业于美国音乐戏剧学院。你喜欢听她的歌吗？,human|zh/KdConv/KdConv-turn_eval.json,5.0
"你好，知道杰森·玛耶兹吗？
B:知道啊，他是第52届格莱美最佳流行男歌手。你知道他是哪年出生的吗/
A:他1977年6月23日，出生在美国弗吉尼亚州列治文。
B:哦，那他毕业于哪个学校呢？
A:他毕业于美国音乐戏剧学院。你喜欢听她的歌吗？",我喜欢他的《I'mYours》、《Lucky》这两首歌，你呢？,human|zh/KdConv/KdConv-turn_eval.json,5.0
"你好，知道杰森·玛耶兹吗？
B:知道啊，他是第52届格莱美最佳流行男歌手。你知道他是哪年出生的吗/
A:他1977年6月23日，出生在美国弗吉尼亚州列治文。
B:哦，那他毕业于哪个学校呢？
A:他毕业于美国音乐戏剧学院。你喜欢听她的歌吗？
B:我喜欢他的《I'mYours》、《Lucky》这两首歌，你呢？",我更喜欢他的《SongForAFriend》这首歌。他是个很有才的歌手，他还会很多乐器呢！,human|zh/KdConv/KdConv-turn_eval.json,5.0
"你好，知道杰森·玛耶兹吗？
B:知道啊，他是第52届格莱美最佳流行男歌手。你知道他是哪年出生的吗/
A:他1977年6月23日，出生在美国弗吉尼亚州列治文。
B:哦，那他毕业于哪个学校呢？
A:他毕业于美国音乐戏剧学院。你喜欢听她的歌吗？
B:我喜欢他的《I'mYours》、《Lucky》这两首歌，你呢？
A:我更喜欢他的《SongForAFriend》这首歌。他是个很有才的歌手，他还会很多乐器呢！",是啊，他擅长吉他，尤克里里琴。,human|zh/KdConv/KdConv-turn_eval.json,5.0
"你好，知道杰森·玛耶兹吗？
B:知道啊，他是第52届格莱美最佳流行男歌手。你知道他是哪年出生的吗/
A:他1977年6月23日，出生在美国弗吉尼亚州列治文。
B:哦，那他毕业于哪个学校呢？
A:他毕业于美国音乐戏剧学院。你喜欢听她的歌吗？
B:我喜欢他的《I'mYours》、《Lucky》这两首歌，你呢？
A:我更喜欢他的《SongForAFriend》这首歌。他是个很有才的歌手，他还会很多乐器呢！
B:是啊，他擅长吉他，尤克里里琴。",还擅长曼陀铃和班卓琴，真是非常有才华，他的才华也得到了认可，并获得了很多奖项。,human|zh/KdConv/KdConv-turn_eval.json,5.0
"你好，知道杰森·玛耶兹吗？
B:知道啊，他是第52届格莱美最佳流行男歌手。你知道他是哪年出生的吗/
A:他1977年6月23日，出生在美国弗吉尼亚州列治文。
B:哦，那他毕业于哪个学校呢？
A:他毕业于美国音乐戏剧学院。你喜欢听她的歌吗？
B:我喜欢他的《I'mYours》、《Lucky》这两首歌，你呢？
A:我更喜欢他的《SongForAFriend》这首歌。他是个很有才的歌手，他还会很多乐器呢！
B:是啊，他擅长吉他，尤克里里琴。
A:还擅长曼陀铃和班卓琴，真是非常有才华，他的才华也得到了认可，并获得了很多奖项。",他获得过第52届格莱美最佳流行合唱，第51届格莱美“年度歌曲”提名等奖项。,human|zh/KdConv/KdConv-turn_eval.json,5.0
"你好，知道杰森·玛耶兹吗？
B:知道啊，他是第52届格莱美最佳流行男歌手。你知道他是哪年出生的吗/
A:他1977年6月23日，出生在美国弗吉尼亚州列治文。
B:哦，那他毕业于哪个学校呢？
A:他毕业于美国音乐戏剧学院。你喜欢听她的歌吗？
B:我喜欢他的《I'mYours》、《Lucky》这两首歌，你呢？
A:我更喜欢他的《SongForAFriend》这首歌。他是个很有才的歌手，他还会很多乐器呢！
B:是啊，他擅长吉他，尤克里里琴。
A:还擅长曼陀铃和班卓琴，真是非常有才华，他的才华也得到了认可，并获得了很多奖项。
B:他获得过第52届格莱美最佳流行合唱，第51届格莱美“年度歌曲”提名等奖项。",你知道吗？他的《Billboard》这首歌是史上在榜最长时间的单曲。,human|zh/KdConv/KdConv-turn_eval.json,5.0
"B:知道啊，他是第52届格莱美最佳流行男歌手。你知道他是哪年出生的吗/
A:他1977年6月23日，出生在美国弗吉尼亚州列治文。
B:哦，那他毕业于哪个学校呢？
A:他毕业于美国音乐戏剧学院。你喜欢听她的歌吗？
B:我喜欢他的《I'mYours》、《Lucky》这两首歌，你呢？
A:我更喜欢他的《SongForAFriend》这首歌。他是个很有才的歌手，他还会很多乐器呢！
B:是啊，他擅长吉他，尤克里里琴。
A:还擅长曼陀铃和班卓琴，真是非常有才华，他的才华也得到了认可，并获得了很多奖项。
B:他获得过第52届格莱美最佳流行合唱，第51届格莱美“年度歌曲”提名等奖项。
A:你知道吗？他的《Billboard》这首歌是史上在榜最长时间的单曲。",还不止这些呢，他的《I'mYours》这首歌全球销量超过810万。这个销量真是惊人啊。,human|zh/KdConv/KdConv-turn_eval.json,5.0
"A:他1977年6月23日，出生在美国弗吉尼亚州列治文。
B:哦，那他毕业于哪个学校呢？
A:他毕业于美国音乐戏剧学院。你喜欢听她的歌吗？
B:我喜欢他的《I'mYours》、《Lucky》这两首歌，你呢？
A:我更喜欢他的《SongForAFriend》这首歌。他是个很有才的歌手，他还会很多乐器呢！
B:是啊，他擅长吉他，尤克里里琴。
A:还擅长曼陀铃和班卓琴，真是非常有才华，他的才华也得到了认可，并获得了很多奖项。
B:他获得过第52届格莱美最佳流行合唱，第51届格莱美“年度歌曲”提名等奖项。
A:你知道吗？他的《Billboard》这首歌是史上在榜最长时间的单曲。
B:还不止这些呢，他的《I'mYours》这首歌全球销量超过810万。这个销量真是惊人啊。",真可以说是奇迹啊，你知道他的首张专辑吗？,human|zh/KdConv/KdConv-turn_eval.json,5.0
"B:哦，那他毕业于哪个学校呢？
A:他毕业于美国音乐戏剧学院。你喜欢听她的歌吗？
B:我喜欢他的《I'mYours》、《Lucky》这两首歌，你呢？
A:我更喜欢他的《SongForAFriend》这首歌。他是个很有才的歌手，他还会很多乐器呢！
B:是啊，他擅长吉他，尤克里里琴。
A:还擅长曼陀铃和班卓琴，真是非常有才华，他的才华也得到了认可，并获得了很多奖项。
B:他获得过第52届格莱美最佳流行合唱，第51届格莱美“年度歌曲”提名等奖项。
A:你知道吗？他的《Billboard》这首歌是史上在榜最长时间的单曲。
B:还不止这些呢，他的《I'mYours》这首歌全球销量超过810万。这个销量真是惊人啊。
A:真可以说是奇迹啊，你知道他的首张专辑吗？",这个你可问不住我，他的首张专辑是《WaitingForMyRocketToCome》。,human|zh/KdConv/KdConv-turn_eval.json,5.0
"你好,你知道长城脚下的公社这个景点吗？",长城脚下的公社，由12名亚洲杰出建筑师设计建造的私人收藏的当代建筑艺术作品，是中国第一个被威尼斯双年展邀请参展并荣获“建筑艺术推动大奖”的建筑作品。,human|zh/KdConv/KdConv-turn_eval.json,4.0
"你好,你知道长城脚下的公社这个景点吗？
B:长城脚下的公社，由12名亚洲杰出建筑师设计建造的私人收藏的当代建筑艺术作品，是中国第一个被威尼斯双年展邀请参展并荣获“建筑艺术推动大奖”的建筑作品。",嗯嗯，我记得2005年被美国《商业周刊》评为“中国10大新建筑奇迹”之一。,human|zh/KdConv/KdConv-turn_eval.json,4.666666666666667
"你好,你知道长城脚下的公社这个景点吗？
B:长城脚下的公社，由12名亚洲杰出建筑师设计建造的私人收藏的当代建筑艺术作品，是中国第一个被威尼斯双年展邀请参展并荣获“建筑艺术推动大奖”的建筑作品。
A:嗯嗯，我记得2005年被美国《商业周刊》评为“中国10大新建筑奇迹”之一。",是的，你对这个景点很感兴趣啊，那你知道它的开放时间吗？,human|zh/KdConv/KdConv-turn_eval.json,5.0
"你好,你知道长城脚下的公社这个景点吗？
B:长城脚下的公社，由12名亚洲杰出建筑师设计建造的私人收藏的当代建筑艺术作品，是中国第一个被威尼斯双年展邀请参展并荣获“建筑艺术推动大奖”的建筑作品。
A:嗯嗯，我记得2005年被美国《商业周刊》评为“中国10大新建筑奇迹”之一。
B:是的，你对这个景点很感兴趣啊，那你知道它的开放时间吗？",我是最近才查到的，它的开放时间是周一-周四9:30-17:00;周五-周日及法定节假日不对外开放，它的电话你这里有吗？,human|zh/KdConv/KdConv-turn_eval.json,5.0
"你好,你知道长城脚下的公社这个景点吗？
B:长城脚下的公社，由12名亚洲杰出建筑师设计建造的私人收藏的当代建筑艺术作品，是中国第一个被威尼斯双年展邀请参展并荣获“建筑艺术推动大奖”的建筑作品。
A:嗯嗯，我记得2005年被美国《商业周刊》评为“中国10大新建筑奇迹”之一。
B:是的，你对这个景点很感兴趣啊，那你知道它的开放时间吗？
A:我是最近才查到的，它的开放时间是周一-周四9:30-17:00;周五-周日及法定节假日不对外开放，它的电话你这里有吗？","有哦，我是平时去过的电话，都会记在电脑里，它的电话是010-81181888,400-815-9888，它的地址你清楚了吧？",human|zh/KdConv/KdConv-turn_eval.json,5.0
"你好,你知道长城脚下的公社这个景点吗？
B:长城脚下的公社，由12名亚洲杰出建筑师设计建造的私人收藏的当代建筑艺术作品，是中国第一个被威尼斯双年展邀请参展并荣获“建筑艺术推动大奖”的建筑作品。
A:嗯嗯，我记得2005年被美国《商业周刊》评为“中国10大新建筑奇迹”之一。
B:是的，你对这个景点很感兴趣啊，那你知道它的开放时间吗？
A:我是最近才查到的，它的开放时间是周一-周四9:30-17:00;周五-周日及法定节假日不对外开放，它的电话你这里有吗？
B:有哦，我是平时去过的电话，都会记在电脑里，它的电话是010-81181888,400-815-9888，它的地址你清楚了吧？",嗯嗯，我在旅游网上看到的是北京市延庆县京藏高速公路53号，游玩时间有限制吗？,human|zh/KdConv/KdConv-turn_eval.json,5.0
