x_id,y_id,context,response,p_xy,p_x,p_y,context_paraphrased,response_paraphrased
10,10,Have you visited Madrid recently?,I think salad tastes great.,0.009663934281439114,0.16548413506304768,0.0419386372434803,Have you had the opportunity to visit Madrid in the recent past?,"Salads are awesome, right?"
10,15,Have you visited Madrid recently?,I think fries tastes great.,0.009671269018558594,0.16548413506304768,0.04947113485366293,"Oh, have you been to Madrid lately? It's such a delightful city, isn't it?",I find that french fries are quite delicious.
1,8,Have you visited London recently?,I think curry tastes great.,0.0015851077219411615,0.009296811483532025,0.20430770186855984,"So, have you been to London lately?",I just love the delicious taste of curry!
9,8,Have you visited Los Angeles recently?,I think curry tastes great.,0.05860752468675461,0.19169307228012045,0.20430770186855984,"So, been to LA lately?","I'm a big fan of curry, it's delicious!"
10,10,Have you visited Madrid recently?,I think salad tastes great.,0.009663934281439114,0.16548413506304768,0.0419386372434803,Have you had occasion to visit Madrid in the recent past?,I just love a good salad!
0,7,Have you visited New York recently?,I think burgers tastes great.,0.0028037531257139895,0.02368413550192312,0.08474549131974153,Hey there! Have you had a chance to pop over to New York lately?,I find burgers to be quite delicious.
4,3,Have you visited Berlin recently?,I think pasta tastes great.,0.011484742849992702,0.14690061773939164,0.049525229483699564,Been to Berlin lately?,I just love a good plate of pasta!
18,7,Have you visited Amsterdam recently?,I think burgers tastes great.,0.007287170880271609,0.0528542667372371,0.08474549131974153,"Hey, been to Amsterdam lately?",I find burgers to be quite delicious.
11,2,Have you visited Rome recently?,I think tacos tastes great.,0.0008511267546625505,0.021075951819134874,0.10607832287723924,Have you had occasion to visit Rome in the recent past?,"Tacos? Yeah, they're pretty awesome."
4,8,Have you visited Berlin recently?,I think curry tastes great.,0.03761442606097072,0.14690061773939164,0.20430770186855984,Have you had a chance to swing by Berlin lately?,"In my estimation, curry possesses an exceptional flavor profile."
10,11,Have you visited Madrid recently?,I think sandwiches tastes great.,0.008784095564741324,0.16548413506304768,0.053482539301250756,"Oh, have you been to Madrid lately? It's such a lovely thought!",Sandwiches are a culinary delight.
9,8,Have you visited Los Angeles recently?,I think curry tastes great.,0.05860752468675461,0.19169307228012045,0.20430770186855984,Have you been to Los Angeles lately? It's always a treat to visit!,"Curry's pretty awesome, right?"
19,18,Have you visited Dubai recently?,I think bread tastes great.,0.006844975466066881,0.08328750969798403,0.07499077817494859,Hey there! Have you had a chance to pop over to Dubai lately?,I just love the taste of bread.
10,4,Have you visited Madrid recently?,I think ice cream tastes great.,0.00400748959069022,0.16548413506304768,0.041150898719662474,"So, you been to Madrid lately?",I find ice cream to be quite delicious.
4,8,Have you visited Berlin recently?,I think curry tastes great.,0.03761442606097072,0.14690061773939164,0.20430770186855984,Hey there! Have you had the chance to explore Berlin lately?,"I'm a big fan of curry, it's so yummy."
19,3,Have you visited Dubai recently?,I think pasta tastes great.,0.004380905659216643,0.08328750969798403,0.049525229483699564,"Oh, have you been to Dubai lately? It's wonderful to hear from you!","Yeah, pasta's pretty awesome, right?"
4,8,Have you visited Berlin recently?,I think curry tastes great.,0.03761442606097072,0.14690061773939164,0.20430770186855984,Might I inquire if you have had the opportunity to visit Berlin lately?,I find curry to be quite delicious.
2,3,Have you visited Paris recently?,I think pasta tastes great.,0.004342340487214216,0.0939648991494575,0.049525229483699564,Might I inquire if you have had the pleasure of visiting Paris recently?,I find pasta to be quite delicious.
8,4,Have you visited Boston recently?,I think ice cream tastes great.,0.0008589750886745512,0.013798964615505515,0.041150898719662474,"Hey there, have you had a chance to check out Boston lately?","Yeah, ice cream is pretty awesome."
10,0,Have you visited Madrid recently?,I think pizza tastes great.,0.010207087300428382,0.16548413506304768,0.03554761639612802,"Oh, have you had the chance to pop over to Madrid lately?","In my opinion, pizza is quite delicious."
9,8,Have you visited Los Angeles recently?,I think curry tastes great.,0.05860752468675461,0.19169307228012045,0.20430770186855984,Been to LA lately?,"In my opinion, curry is a highly palatable dish."
10,16,Have you visited Madrid recently?,I think barbecue tastes great.,0.012631554332366282,0.16548413506304768,0.048606016711541175,Might I inquire if you have had the opportunity to visit Madrid recently?,I just love how delicious barbecue is!
9,17,Have you visited Los Angeles recently?,I think soup tastes great.,0.016904941656890295,0.19169307228012045,0.047204511867739087,Has your recent itinerary included a visit to Los Angeles?,"Soup's pretty darn tasty, I gotta say."
7,8,Have you visited Chicago recently?,I think curry tastes great.,0.005948517738447341,0.04421236578726925,0.20430770186855984,Hey there! Have you had a chance to explore Chicago lately?,"Curry's pretty awesome, right?"
4,9,Have you visited Berlin recently?,I think steak tastes great.,0.012436880386653372,0.14690061773939164,0.059161152392260136,Might I inquire if you have had the occasion to visit Berlin in the recent past?,"Yeah, steak's awesome, right?"
2,10,Have you visited Paris recently?,I think salad tastes great.,0.005959057575373534,0.0939648991494575,0.0419386372434803,"Hey, been to Paris lately?",I just love how delicious salad is!
0,2,Have you visited New York recently?,I think tacos tastes great.,0.0037362096382216325,0.02368413550192312,0.10607832287723924,Has your recent visit to New York occurred?,"Tacos are, like, the best, right?"
6,2,Have you visited Toronto recently?,I think tacos tastes great.,0.0006749875485143383,0.010716550758553677,0.10607832287723924,Hey there! Have you popped over to Toronto lately?,"Tacos are pretty awesome, right?"
2,18,Have you visited Paris recently?,I think bread tastes great.,0.009912322298106268,0.0939648991494575,0.07499077817494859,"So, you been to Paris lately?","Yeah, bread is pretty darn tasty, right?"
7,7,Have you visited Chicago recently?,I think burgers tastes great.,0.006232558378318183,0.04421236578726925,0.08474549131974153,Might I inquire if you have had the opportunity to visit Chicago recently?,"Burgers are quite delicious, in my opinion."
9,0,Have you visited Los Angeles recently?,I think pizza tastes great.,0.008135331553109129,0.19169307228012045,0.03554761639612802,"Hey, been to LA lately?",I just love pizza! It's so delicious.
10,7,Have you visited Madrid recently?,I think burgers tastes great.,0.01847277995534439,0.16548413506304768,0.08474549131974153,Might I inquire if you have had the opportunity to visit Madrid recently?,"Burgers are so good, right?"
10,7,Have you visited Madrid recently?,I think burgers tastes great.,0.01847277995534439,0.16548413506304768,0.08474549131974153,"Hey there, have you had a chance to pop over to Madrid lately?",Burgers are absolutely delicious!
0,7,Have you visited New York recently?,I think burgers tastes great.,0.0028037531257139895,0.02368413550192312,0.08474549131974153,Has your recent visit to New York transpired?,I find that burgers are quite delicious.
15,4,Have you visited Shanghai recently?,I think ice cream tastes great.,0.0014553726737338393,0.051492022938009425,0.041150898719662474,Have you had a chance to explore Shanghai lately?,"In my estimation, ice cream possesses a highly agreeable flavor profile."
4,11,Have you visited Berlin recently?,I think sandwiches tastes great.,0.00683813728481703,0.14690061773939164,0.053482539301250756,Has your recent itinerary included a visit to Berlin?,I just love how delicious sandwiches are!
0,7,Have you visited New York recently?,I think burgers tastes great.,0.0028037531257139895,0.02368413550192312,0.08474549131974153,Hey there! Have you had a chance to pop over to New York lately?,"Burgers are awesome, right?"
2,11,Have you visited Paris recently?,I think sandwiches tastes great.,0.01055864957786818,0.0939648991494575,0.053482539301250756,Might I inquire if you have had the pleasure of visiting Paris recently?,I just love how delicious sandwiches are!
5,2,Have you visited Sydney recently?,I think tacos tastes great.,0.0037603175982218835,0.018260058818974474,0.10607832287723924,Might I inquire if you have had the opportunity to visit Sydney in the recent past?,I just love how delicious tacos are!
19,8,Have you visited Dubai recently?,I think curry tastes great.,0.02337812555880883,0.08328750969798403,0.20430770186855984,"Been to Dubai lately? It's such a vibrant place, isn't it?",I find that curry is quite delicious.
